Station	Latitude	Longitude	Area
02GC026	42.711	-80.841	665.00
02GC026	42.711	-80.841	665.00
02GC026	42.711	-80.841	665.00
02GC026	42.711	-80.841	665.00
02GC027	42.659	-81.213	NA
02GC028	42.781	-80.202	NA
02GC029	42.835	-81.135	134.00
02GC029	42.835	-81.135	134.00
02GC030	42.774	-80.983	127.00
02GC030	42.774	-80.983	127.00
02GC031	42.787	-81.268	99.60
02GC031	42.787	-81.268	99.60
02GC032	42.883	-81.131	3.17
02GC033	42.881	-81.156	4.00
02GC034	42.953	-80.164	3.96
02GC035	42.824	-79.993	118.00
02GC035	42.824	-79.993	118.00
02GC036	42.676	-80.953	40.30
02GC036	42.676	-80.953	40.30
02GC037	42.967	-80.343	22.20
02GC037	42.967	-80.343	22.20
02GC038	42.728	-80.627	44.20
02GC038	42.728	-80.627	44.20
02GD001	42.974	-81.209	1340.00
02GD001	42.974	-81.209	1340.00
02GD003	43.041	-81.183	1420.00
02GD003	43.041	-81.183	1420.00
02GD003	43.041	-81.183	1420.00
02GD004	43.059	-80.995	306.00
02GD004	43.059	-80.995	306.00
02GD005	43.256	-81.146	1080.00
02GD005	43.256	-81.146	1080.00
02GD006	43.019	-80.926	554.00
02GD007	43.007	-81.268	1700.00
02GD008	43.014	-81.280	203.00
02GD008	43.014	-81.280	203.00
02GD009	43.273	-81.103	149.00
02GD009	43.273	-81.103	149.00
02GD010	43.220	-81.237	144.00
02GD010	43.220	-81.237	144.00
02GD011	43.122	-80.752	87.80
02GD011	43.122	-80.752	87.80
02GD012	43.144	-80.751	254.00
02GD013	43.092	-81.151	38.90
02GD014	43.450	-81.207	315.00
02GD014	43.450	-81.207	315.00
02GD015	43.149	-81.192	1320.00
02GD015	43.149	-81.192	1320.00
02GD015	43.149	-81.192	1320.00
02GD016	43.041	-80.886	510.00
02GD016	43.041	-80.886	510.00
02GD016	43.041	-80.886	510.00
02GD016	43.041	-80.886	510.00
02GD016	43.041	-80.886	510.00
02GD016	43.041	-80.886	510.00
02GD018	43.345	-81.116	140.00
02GD018	43.345	-81.116	140.00
02GD018	43.345	-81.116	140.00
02GD019	43.296	-80.973	36.00
02GD019	43.296	-80.973	36.00
02GD020	42.994	-81.117	108.00
02GD021	43.215	-80.692	149.00
02GD021	43.215	-80.692	149.00
02GD021	43.215	-80.692	149.00
02GD021	43.215	-80.692	149.00
02GD021	43.215	-80.692	149.00
02GD022	43.130	-80.963	29.10
02GD022	43.130	-80.963	29.10
02GD023	43.305	-80.850	34.20
02GD023	43.305	-80.850	34.20
02GD024	43.256	-80.823	3.72
02GD025	43.285	-80.821	3.51
02GD026	43.377	-80.938	74.50
02GD026	43.377	-80.938	74.50
02GD026	43.377	-80.938	74.50
02GD027	42.982	-80.955	145.00
02GD027	42.982	-80.955	145.00
02GD028	43.022	-81.253	37.30
02GD028	43.022	-81.253	37.30
02GE001	42.964	-81.389	3290.00
02GE002	42.963	-81.332	3080.00
02GE002	42.963	-81.332	3080.00
02GE003	42.545	-81.967	4370.00
02GE003	42.545	-81.967	4370.00
02GE003	42.545	-81.967	4370.00
02GE003	42.545	-81.967	4370.00
02GE003	42.545	-81.967	4370.00
02GE003	42.545	-81.967	4370.00
02GE004	42.414	-82.179	4610.00
02GE005	42.934	-81.351	149.00
02GE005	42.934	-81.351	149.00
02GE006	42.731	-81.577	3820.00
02GE006	42.731	-81.577	3820.00
02GE007	42.383	-82.095	204.00
02GE007	42.383	-82.095	204.00
02GE007	42.383	-82.095	204.00
02GE007	42.383	-82.095	204.00
02GE007	42.383	-82.095	204.00
02GE008	42.966	-81.418	85.70
02GE008	42.966	-81.418	85.70
02GE009	42.205	-82.520	56.90
02GE009	42.205	-82.520	56.90
02GF001	42.210	-82.181	11.40
02GF002	42.260	-81.915	NA
02GG002	42.831	-81.852	701.00
02GG002	42.831	-81.852	701.00
02GG003	42.651	-82.008	1150.00
02GG003	42.651	-82.008	1150.00
02GG003	42.651	-82.008	1150.00
02GG003	42.651	-82.008	1150.00
02GG003	42.651	-82.008	1150.00
02GG004	42.764	-82.342	609.00
02GG005	42.959	-81.627	171.00
02GG005	42.959	-81.627	171.00
02GG006	42.906	-82.119	249.00
02GG006	42.906	-82.119	249.00
02GG007	42.594	-82.109	1240.00
02GG008	42.593	-82.383	2680.00
02GG009	42.812	-82.298	536.00
02GG009	42.812	-82.298	536.00
02GG009	42.812	-82.298	536.00
02GG010	42.991	-82.422	NA
02GG011	42.657	-82.507	NA
02GG013	42.762	-82.259	213.00
02GG013	42.762	-82.259	213.00
02GH001	42.046	-82.575	14.20
02GH001	42.046	-82.575	14.20
02GH001	42.046	-82.575	14.20
02GH001	42.046	-82.575	14.20
02GH001	42.046	-82.575	14.20
02GH002	42.211	-82.629	125.00
02GH002	42.211	-82.629	125.00
02GH002	42.211	-82.629	125.00
02GH003	42.159	-83.019	159.00
02GH003	42.159	-83.019	159.00
02GH003	42.159	-83.019	159.00
02GH004	42.261	-83.040	29.60
02GH004	42.261	-83.040	29.60
02GH004	42.261	-83.040	29.60
02GH005	42.296	-82.711	NA
02GH006	42.339	-82.923	NA
02GH007	42.242	-83.105	NA
02GH008	42.144	-83.114	NA
02GH009	42.062	-83.115	NA
02GH010	42.027	-82.735	NA
02GH011	42.310	-82.928	55.30
02GH011	42.310	-82.928	55.30
02GH011	42.310	-82.928	55.30
02GH013	42.205	-82.787	3.90
02GH014	42.194	-82.737	3.19
02GH016	42.264	-83.032	14.60
02GH016	42.264	-83.032	14.60
02HA003	43.157	-79.047	686000.00
02HA006	43.133	-79.383	292.00
02HA006	43.133	-79.383	292.00
02HA006	43.133	-79.383	292.00
02HA007	43.022	-79.618	223.00
02HA007	43.022	-79.618	223.00
02HA007	43.022	-79.618	223.00
02HA008	42.912	-78.909	NA
02HA013	42.930	-78.914	683000.00
02HA013	42.930	-78.914	683000.00
02HA014	43.241	-79.774	51.70
02HA014	43.241	-79.774	51.70
02HA014	43.241	-79.774	51.70
02HA015	43.171	-79.948	2.08
02HA016	43.166	-79.909	4.38
02HA017	42.875	-79.253	NA
02HA018	43.237	-79.220	NA
02HA019	42.950	-79.217	NA
02HA020	43.116	-79.566	166.00
02HA020	43.116	-79.566	166.00
02HA021	43.092	-79.799	67.10
02HA022	43.226	-79.751	20.00
02HA022	43.226	-79.751	20.00
02HA022	43.226	-79.751	20.00
02HA023	43.200	-79.820	23.50
02HA023	43.200	-79.820	23.50
02HA023	43.200	-79.820	23.50
02HA024	42.991	-79.678	83.20
02HA024	42.991	-79.678	83.20
02HA024	42.991	-79.678	83.20
02HA025	42.995	-79.253	NA
02HA026	42.949	-79.381	62.40
02HA026	42.949	-79.381	62.40
02HA027	43.216	-79.228	5.25
02HA028	43.005	-79.482	473.00
02HA029	42.945	-79.042	47.50
02HA030	43.196	-79.113	13.50
02HA030	43.196	-79.113	13.50
02HA031	43.115	-79.275	47.40
02HA031	43.115	-79.275	47.40
02HA032	43.075	-79.525	36.60
02HA032	43.075	-79.525	36.60
02HB001	43.836	-80.023	209.00
02HB001	43.836	-80.023	209.00
02HB002	43.543	-79.657	795.00
02HB002	43.543	-79.657	795.00
02HB002	43.543	-79.657	795.00
02HB002	43.543	-79.657	795.00
02HB002	43.543	-79.657	795.00
02HB004	43.499	-79.777	193.00
02HB004	43.499	-79.777	193.00
02HB004	43.499	-79.777	193.00
02HB005	43.514	-79.880	101.00
02HB005	43.514	-79.880	101.00
02HB005	43.514	-79.880	101.00
02HB006	43.307	-79.869	72.50
02HB007	43.265	-79.964	158.00
02HB007	43.265	-79.964	158.00
02HB007	43.265	-79.964	158.00
02HB008	43.647	-79.866	131.00
02HB008	43.647	-79.866	131.00
02HB010	43.265	-79.965	166.00
02HB011	43.437	-79.864	242.00
02HB011	43.437	-79.864	242.00
02HB012	43.301	-79.869	77.90
02HB012	43.301	-79.869	77.90
02HB012	43.301	-79.869	77.90
02HB013	43.891	-80.062	60.60
02HB013	43.891	-80.062	60.60
02HB015	43.353	-80.078	63.50
02HB015	43.353	-80.078	63.50
02HB016	43.399	-79.959	124.00
02HB017	43.300	-79.793	NA
02HB018	43.774	-79.927	415.00
02HB018	43.774	-79.927	415.00
02HB019	43.854	-80.084	59.50
02HB020	43.772	-80.094	32.30
02HB020	43.772	-80.094	32.30
02HB021	43.231	-79.974	9.14
02HB021	43.231	-79.974	9.14
02HB022	43.389	-79.988	123.00
02HB022	43.389	-79.988	123.00
02HB022	43.389	-79.988	123.00
02HB023	43.283	-80.053	126.00
02HB023	43.283	-80.053	126.00
02HB023	43.283	-80.053	126.00
02HB024	43.629	-80.010	18.90
02HB024	43.629	-80.010	18.90
02HB025	43.648	-79.856	645.00
02HB025	43.648	-79.856	645.00
02HB025	43.648	-79.856	645.00
02HB026	43.549	-79.636	NA
02HB027	43.421	-79.703	24.50
02HB027	43.421	-79.703	24.50
02HB028	43.335	-79.949	36.80
02HB028	43.335	-79.949	36.80
02HB029	43.582	-79.709	774.00
02HB029	43.582	-79.709	774.00
02HB030	43.592	-79.624	19.70
02HB030	43.592	-79.624	19.70
02HB031	43.790	-80.143	12.50
02HB031	43.790	-80.143	12.50
02HB032	43.455	-80.046	35.60
02HB032	43.455	-80.046	35.60
02HB033	43.402	-79.993	52.80
02HB033	43.402	-79.993	52.80
02HB034	43.306	-79.863	NA
02HC002	43.627	-79.564	166.00
02HC003	43.699	-79.520	802.00
02HC003	43.699	-79.520	802.00
02HC003	43.699	-79.520	802.00
02HC003	43.699	-79.520	802.00
02HC003	43.699	-79.520	802.00
02HC003	43.699	-79.520	802.00
02HC003	43.699	-79.520	802.00
02HC004	43.772	-79.365	119.00
02HC005	43.740	-79.403	88.10
02HC005	43.740	-79.403	88.10
02HC006	43.853	-79.062	249.00
02HC006	43.853	-79.062	249.00
02HC007	43.792	-79.595	300.00
02HC008	43.731	-79.554	205.00
02HC008	43.731	-79.554	205.00
02HC008	43.731	-79.554	205.00
02HC008	43.731	-79.554	205.00
02HC009	43.790	-79.584	191.00
02HC009	43.790	-79.584	191.00
02HC010	43.869	-79.635	132.00
02HC011	43.785	-79.590	495.00
02HC012	43.928	-79.816	169.00
02HC013	43.778	-79.191	89.10
02HC013	43.778	-79.191	89.10
02HC013	43.778	-79.191	89.10
02HC013	43.778	-79.191	89.10
02HC013	43.778	-79.191	89.10
02HC014	43.815	-79.157	106.00
02HC015	43.814	-79.158	223.00
02HC016	43.811	-79.716	36.30
02HC017	43.692	-79.759	68.60
02HC017	43.692	-79.759	68.60
02HC018	43.875	-78.960	100.00
02HC018	43.875	-78.960	100.00
02HC018	43.875	-78.960	100.00
02HC019	43.891	-79.059	93.50
02HC019	43.891	-79.059	93.50
02HC022	43.858	-79.234	181.00
02HC022	43.858	-79.234	181.00
02HC022	43.858	-79.234	181.00
02HC023	43.888	-79.718	62.20
02HC023	43.888	-79.718	62.20
02HC023	43.888	-79.718	62.20
02HC024	43.686	-79.362	319.00
02HC024	43.686	-79.362	319.00
02HC024	43.686	-79.362	319.00
02HC024	43.686	-79.362	319.00
02HC024	43.686	-79.362	319.00
02HC024	43.686	-79.362	319.00
02HC025	43.811	-79.628	296.00
02HC025	43.811	-79.628	296.00
02HC025	43.811	-79.628	296.00
02HC025	43.811	-79.628	296.00
02HC025	43.811	-79.628	296.00
02HC025	43.811	-79.628	296.00
02HC026	43.902	-79.185	98.10
02HC026	43.902	-79.185	98.10
02HC026	43.902	-79.185	98.10
02HC026	43.902	-79.185	98.10
02HC026	43.902	-79.185	98.10
02HC027	43.674	-79.504	58.00
02HC027	43.674	-79.504	58.00
02HC027	43.674	-79.504	58.00
02HC028	43.908	-79.216	83.60
02HC028	43.908	-79.216	83.60
02HC028	43.908	-79.216	83.60
02HC029	43.757	-79.345	130.00
02HC030	43.602	-79.556	205.00
02HC030	43.602	-79.556	205.00
02HC030	43.602	-79.556	205.00
02HC031	43.758	-79.679	142.00
02HC031	43.758	-79.679	142.00
02HC032	43.903	-79.613	94.80
02HC032	43.903	-79.613	94.80
02HC033	43.647	-79.520	67.80
02HC033	43.647	-79.520	67.80
02HC033	43.647	-79.520	67.80
02HC034	43.738	-79.629	194.00
02HC035	43.955	-79.232	15.30
02HC035	43.955	-79.232	15.30
02HC035	43.955	-79.232	15.30
02HC035	43.955	-79.232	15.30
02HC035	43.955	-79.232	15.30
02HC036	43.919	-79.226	3.63
02HC037	43.906	-79.191	4.92
02HC038	43.916	-79.180	52.00
02HC038	43.916	-79.180	52.00
02HC038	43.916	-79.180	52.00
02HC038	43.916	-79.180	52.00
02HC038	43.916	-79.180	52.00
02HC038	43.916	-79.180	52.00
02HC039	43.935	-79.201	38.30
02HC039	43.935	-79.201	38.30
02HC039	43.935	-79.201	38.30
02HC039	43.935	-79.201	38.30
02HC039	43.935	-79.201	38.30
02HC040	43.954	-79.208	15.00
02HC040	43.954	-79.208	15.00
02HC040	43.954	-79.208	15.00
02HC040	43.954	-79.208	15.00
02HC040	43.954	-79.208	15.00
02HC041	43.959	-79.189	21.70
02HC041	43.959	-79.189	21.70
02HC041	43.959	-79.189	21.70
02HC041	43.959	-79.189	21.70
02HC041	43.959	-79.189	21.70
02HC042	43.911	-79.139	NA
02HC043	43.917	-79.114	2.85
02HC044	43.916	-79.106	3.63
02HC044	43.916	-79.106	3.63
02HC044	43.916	-79.106	3.63
02HC044	43.916	-79.106	3.63
02HC044	43.916	-79.106	3.63
02HC045	43.961	-79.128	25.90
02HC045	43.961	-79.128	25.90
02HC045	43.961	-79.128	25.90
02HC045	43.961	-79.128	25.90
02HC045	43.961	-79.128	25.90
02HC046	43.960	-79.183	10.60
02HC046	43.960	-79.183	10.60
02HC046	43.960	-79.183	10.60
02HC046	43.960	-79.183	10.60
02HC046	43.960	-79.183	10.60
02HC047	43.929	-79.823	164.00
02HC047	43.929	-79.823	164.00
02HC048	43.640	-79.380	NA
02HC049	43.849	-79.056	257.00
02HC049	43.849	-79.056	257.00
02HC049	43.849	-79.056	257.00
02HC050	43.929	-79.828	NA
02HC051	43.924	-79.834	42.00
02HC051	43.924	-79.834	42.00
02HC053	43.926	-79.282	59.00
02HC053	43.926	-79.282	59.00
02HC054	43.959	-78.960	39.00
02HC054	43.959	-78.960	39.00
02HC055	43.932	-78.988	37.60
02HC055	43.932	-78.988	37.60
02HC056	43.827	-79.438	37.30
02HC056	43.827	-79.438	37.30
02HC057	43.970	-79.888	58.53
02HC057	43.970	-79.888	58.53
02HC058	43.753	-79.234	39.30
02HC058	43.753	-79.234	39.30
02HC059	43.969	-79.874	59.10
02HC059	43.969	-79.874	59.10
02HC060	43.927	-79.836	NA
02HC103	43.811	-79.160	215.00
02HC103	43.811	-79.160	215.00
02HC104	43.814	-79.157	111.00
02HC105	43.835	-79.149	NA
02HC106	43.850	-79.087	136.00
02HC106	43.850	-79.087	136.00
02HC106	43.850	-79.087	136.00
02HC106	43.850	-79.087	136.00
02HC114	43.860	-79.086	13.50
02HD001	43.968	-78.295	267.00
02HD002	43.985	-78.302	262.00
02HD003	44.015	-78.437	67.30
02HD003	44.015	-78.437	67.30
02HD004	44.017	-78.439	46.10
02HD004	44.017	-78.439	46.10
02HD006	43.921	-78.702	80.90
02HD006	43.921	-78.702	80.90
02HD006	43.921	-78.702	80.90
02HD007	43.902	-78.673	77.70
02HD008	43.930	-78.892	95.80
02HD008	43.930	-78.892	95.80
02HD008	43.930	-78.892	95.80
02HD009	43.930	-78.619	80.70
02HD009	43.930	-78.619	80.70
02HD009	43.930	-78.619	80.70
02HD010	43.992	-78.001	63.80
02HD010	43.992	-78.001	63.80
02HD010	43.992	-78.001	63.80
02HD012	43.991	-78.328	242.00
02HD012	43.991	-78.328	242.00
02HD012	43.991	-78.328	242.00
02HD013	43.889	-78.825	42.90
02HD013	43.889	-78.825	42.90
02HD013	43.889	-78.825	42.90
02HD013	43.889	-78.825	42.90
02HD013	43.889	-78.825	42.90
02HD013	43.889	-78.825	42.90
02HD013	43.889	-78.825	42.90
02HD014	43.888	-78.821	58.50
02HD014	43.888	-78.821	58.50
02HD014	43.888	-78.821	58.50
02HD014	43.888	-78.821	58.50
02HD014	43.888	-78.821	58.50
02HD015	43.956	-78.164	NA
02HD018	44.060	-77.744	16.80
02HD018	44.060	-77.744	16.80
02HD019	43.965	-78.185	122.00
02HD019	43.965	-78.185	122.00
02HD020	44.029	-78.147	40.60
02HD020	44.029	-78.147	40.60
02HD021	44.006	-78.642	25.10
02HD021	44.006	-78.642	25.10
02HD022	43.988	-78.211	33.60
02HD022	43.988	-78.211	33.60
02HD023	43.979	-78.680	14.70
02HD023	43.979	-78.680	14.70
02HD024	43.997	-78.254	21.00
02HD024	43.997	-78.254	21.00
02HE001	43.991	-77.218	13.90
02HE001	43.991	-77.218	13.90
02HE002	44.027	-77.367	119.00
02HE002	44.027	-77.367	119.00
02HE002	44.027	-77.367	119.00
02HE003	44.091	-77.211	29.30
02HE004	43.935	-77.090	41.20
02HE004	43.935	-77.090	41.20
02HF002	44.732	-78.818	1280.00
02HF002	44.732	-78.818	1280.00
02HF003	44.710	-78.678	1250.00
02HF003	44.710	-78.678	1250.00
02HF003	44.710	-78.678	1250.00
02HF004	44.935	-78.769	21.80
02HF005	44.813	-78.636	1122.00
02HF005	44.813	-78.636	1122.00
02HG001	44.290	-78.842	189.00
02HG001	44.290	-78.842	189.00
02HG002	44.087	-79.006	32.60
02HG002	44.087	-79.006	32.60
02HG003	44.132	-78.829	33.80
02HG003	44.132	-78.829	33.80
02HG006	44.191	-78.862	NA
02HH001	44.642	-78.135	241.00
02HH002	44.675	-78.346	326.00
02HH003	44.124	-78.695	26.30
02HH003	44.124	-78.695	26.30
02HH004	44.540	-78.095	NA
02HH004	44.540	-78.095	NA
02HH005	44.299	-78.556	7.79
02HH006	44.525	-78.729	NA
02HJ001	44.303	-78.321	116.00
02HJ001	44.303	-78.321	116.00
02HJ002	44.422	-78.276	7360.00
02HJ003	44.298	-78.045	283.00
02HJ003	44.298	-78.045	283.00
02HJ005	44.123	-78.389	11.60
02HJ005	44.123	-78.389	11.60
02HJ006	44.310	-78.371	107.00
02HJ006	44.310	-78.371	107.00
02HJ007	44.150	-78.447	45.50
02HJ007	44.150	-78.447	45.50
02HJ008	44.540	-78.095	NA
02HJ008	44.540	-78.095	NA
02HJ009	44.284	-78.172	NA
02HJ010	44.259	-78.334	NA
02HJ011	44.385	-77.976	NA
02HJ012	44.284	-78.172	NA
02HK002	44.371	-77.778	9090.00
02HK003	44.482	-77.685	1930.00
02HK003	44.482	-77.685	1930.00
02HK003	44.482	-77.685	1930.00
02HK004	44.264	-77.603	12000.00
02HK004	44.264	-77.603	12000.00
02HK005	44.845	-77.929	456.00
02HK005	44.845	-77.929	456.00
02HK006	44.535	-77.697	553.00
02HK006	44.535	-77.697	553.00
02HK007	44.135	-77.787	161.00
02HK007	44.135	-77.787	161.00
02HK008	44.338	-77.477	93.00
02HK008	44.338	-77.477	93.00
02HK008	44.338	-77.477	93.00
02HK009	44.197	-77.911	82.60
02HK009	44.197	-77.911	82.60
02HK010	44.124	-77.592	12400.00
02HK010	44.124	-77.592	12400.00
02HK010	44.124	-77.592	12400.00
02HK011	44.109	-77.613	33.00
02HK011	44.109	-77.613	33.00
02HK012	44.269	-77.583	12000.00
02HK014	44.174	-77.589	12333.00
02HK015	44.199	-77.819	79.10
02HK015	44.199	-77.819	79.10
02HK016	44.302	-77.831	35.20
02HK016	44.302	-77.831	35.20
02HK017	44.332	-77.628	118.00
02HK017	44.332	-77.628	118.00
02HK018	44.265	-77.599	NA
02HK019	44.267	-77.594	NA
02HK802	44.371	-77.778	NA
02HK902	44.372	-77.777	NA
02HK902	44.372	-77.777	NA
02HL001	44.254	-77.419	2590.00
02HL001	44.254	-77.419	2590.00
02HL001	44.254	-77.419	2590.00
02HL003	44.540	-77.370	429.00
02HL003	44.540	-77.370	429.00
02HL004	44.550	-77.328	678.00
02HL004	44.550	-77.328	678.00
02HL005	44.500	-77.618	297.00
02HL005	44.500	-77.618	297.00
02HL006	44.285	-77.324	205.00
02HL007	44.488	-77.320	1760.00
02HL007	44.488	-77.320	1760.00
02HL008	44.497	-77.227	313.00
02HL008	44.497	-77.227	313.00
02HL101	44.489	-77.320	1770.00
02HL102	44.482	-77.219	160.00
02HL103	44.285	-77.325	199.00
02HL104	44.408	-77.310	2210.00
02HM001	44.278	-76.929	777.00
02HM002	44.472	-76.762	181.00
02HM002	44.472	-76.762	181.00
02HM003	44.207	-77.209	907.00
02HM003	44.207	-77.209	907.00
02HM003	44.207	-77.209	907.00
02HM004	44.239	-76.849	105.00
02HM004	44.239	-76.849	105.00
02HM004	44.239	-76.849	105.00
02HM005	44.257	-76.613	160.00
02HM005	44.257	-76.613	160.00
02HM005	44.257	-76.613	160.00
02HM006	44.226	-76.759	144.00
02HM006	44.226	-76.759	144.00
02HM006	44.226	-76.759	144.00
02HM007	44.335	-76.839	700.00
02HM007	44.335	-76.839	700.00
02HM007	44.335	-76.839	700.00
02HM008	44.217	-76.518	NA
02HM009	44.241	-76.579	4.98
02HM009	44.241	-76.579	4.98
02HM009	44.241	-76.579	4.98
02HM010	44.486	-76.993	532.00
02HM010	44.486	-76.993	532.00
02HM011	44.413	-76.595	57.80
02HM011	44.413	-76.595	57.80
02JC001	47.794	-79.889	1110.00
02JC003	47.810	-79.999	958.00
02JC007	48.058	-79.992	23.30
02JC008	47.889	-79.879	1780.00
02JC008	47.889	-79.879	1780.00
02JC008	47.889	-79.879	1780.00
02JC009	48.109	-80.106	251.00
02JC010	48.027	-79.578	256.00
02JD002	47.717	-80.317	3650.00
02JD004	47.726	-80.325	4120.00
02JD005	47.842	-80.447	3420.00
02JD006	47.842	-80.450	3420.00
02JD008	47.221	-79.590	6480.00
02JD009	47.639	-80.191	4300.00
02JD009	47.639	-80.191	4300.00
02JD010	47.138	-79.454	6600.00
02JD011	47.461	-79.995	1370.00
02JD012	48.040	-80.704	1780.00
02JD013	47.321	-79.812	270.00
02JD014	47.321	-79.810	6240.00
02JE003	46.667	-79.083	46100.00
02JE008	46.235	-79.150	174.00
02JE011	47.450	-79.630	NA
02JE012	46.378	-78.723	47900.00
02JE013	46.320	-78.711	NA
02JE014	46.301	-78.879	2040.00
02JE018	47.424	-79.633	62.90
02JE019	46.300	-78.879	1130.00
02JE020	46.299	-78.907	909.00
02JE021	47.029	-79.587	749.00
02JE024	46.708	-79.101	NA
02JE027	46.091	-78.885	706.00
02JE027	46.091	-78.885	706.00
02JE028	47.083	-79.731	368.00
02JE028	47.083	-79.731	368.00
02JE032	46.700	-79.099	NA
02KA002	46.183	-77.698	57500.00
02KA003	46.036	-77.371	7.30
02KA004	46.036	-77.379	0.93
02KA005	46.037	-77.376	3.60
02KA006	46.030	-77.371	0.81
02KA007	46.030	-77.375	0.24
02KA008	46.033	-77.379	0.11
02KA009	46.042	-77.382	2.88
02KA010	46.039	-77.375	0.25
02KA015	46.276	-78.479	167.00
02KA015	46.276	-78.479	167.00
02KB001	45.886	-77.315	4120.00
02KB001	45.886	-77.315	4120.00
02KB001	45.886	-77.315	4120.00
02KC001	45.528	-77.081	1740.00
02KC002	45.574	-77.233	NA
02KC002	45.574	-77.233	NA
02KC003	45.482	-76.688	2280.00
02KC005	45.895	-76.912	NA
02KC009	45.496	-76.565	2380.00
02KC009	45.496	-76.565	2380.00
02KC009	45.496	-76.565	2380.00
02KC010	45.620	-77.463	NA
02KC012	45.444	-76.353	NA
02KC013	45.829	-77.117	NA
02KC014	45.785	-77.138	443.00
02KC015	45.798	-77.108	674.00
02KC015	45.798	-77.108	674.00
02KC016	45.487	-76.435	NA
02KC018	45.818	-77.125	465.00
02KC018	45.818	-77.125	465.00
02KD001	45.514	-77.985	1370.00
02KD002	45.052	-77.846	844.00
02KD002	45.052	-77.846	844.00
02KD004	45.328	-77.516	5800.00
02KD004	45.328	-77.516	5800.00
02KD004	45.328	-77.516	5800.00
02KD006	45.497	-78.233	1010.00
02KD007	45.416	-77.788	2720.00
02KD008	45.119	-77.917	NA
02KD009	44.984	-77.417	NA
02KE002	45.406	-76.444	8260.00
02KE003	45.304	-76.708	8000.00
02KE004	45.406	-76.394	8310.00
02KE005	45.407	-76.508	8160.00
02KF001	45.053	-76.286	2660.00
02KF001	45.053	-76.286	2660.00
02KF002	45.417	-76.250	3780.00
02KF003	44.941	-76.688	1280.00
02KF005	45.351	-75.827	90900.00
02KF005	45.351	-75.827	90900.00
02KF005	45.351	-75.827	90900.00
02KF005	45.351	-75.827	90900.00
02KF005	45.351	-75.827	90900.00
02KF006	45.176	-76.123	2940.00
02KF006	45.176	-76.123	2940.00
02KF006	45.176	-76.123	2940.00
02KF007	44.941	-76.727	1040.00
02KF009	45.475	-76.239	89600.00
02KF010	45.046	-76.401	618.00
02KF010	45.046	-76.401	618.00
02KF011	45.418	-76.199	258.00
02KF011	45.418	-76.199	258.00
02KF012	45.245	-76.260	212.00
02KF012	45.245	-76.260	212.00
02KF013	45.134	-76.630	291.00
02KF013	45.134	-76.630	291.00
02KF014	44.950	-76.403	277.00
02KF015	45.344	-75.808	26.50
02KF015	45.344	-75.808	26.50
02KF016	44.843	-77.120	359.00
02KF016	44.843	-77.120	359.00
02KF017	44.968	-76.966	152.00
02KF017	44.968	-76.966	152.00
02KF018	44.948	-76.411	280.00
02KF018	44.948	-76.411	280.00
02KF019	44.972	-76.539	1310.00
02KF019	44.972	-76.539	1310.00
02KF020	44.775	-76.641	139.00
02LA001	44.877	-76.302	528.00
02LA003	45.426	-75.698	NA
02LA004	45.382	-75.697	3810.00
02LA004	45.382	-75.697	3810.00
02LA005	44.891	-76.063	1290.00
02LA006	44.994	-75.662	411.00
02LA006	44.994	-75.662	411.00
02LA006	44.994	-75.662	411.00
02LA007	45.249	-75.791	526.00
02LA007	45.249	-75.791	526.00
02LA007	45.249	-75.791	526.00
02LA008	45.303	-75.740	1.63
02LA009	44.893	-76.056	NA
02LA010	45.046	-75.689	2180.00
02LA011	44.951	-75.818	1920.00
02LA011	44.951	-75.818	1920.00
02LA012	45.248	-75.705	3120.00
02LA012	45.248	-75.705	3120.00
02LA013	45.388	-75.674	20.40
02LA014	44.848	-76.141	398.00
02LA016	44.893	-76.124	786.00
02LA017	44.760	-76.521	357.00
02LA018	44.918	-75.839	NA
02LA024	44.897	-76.253	661.00
02LA024	44.897	-76.253	661.00
02LA026	45.138	-75.703	509.00
02LA027	45.440	-75.693	NA
02LA028	45.421	-75.718	NA
02LA029	44.771	-76.503	NA
02LB005	45.517	-74.978	3807.00
02LB005	45.517	-74.978	3807.00
02LB005	45.517	-74.978	3807.00
02LB005	45.517	-74.978	3807.00
02LB005	45.517	-74.978	3807.00
02LB005	45.517	-74.978	3807.00
02LB006	45.263	-75.344	439.00
02LB006	45.263	-75.344	439.00
02LB007	44.842	-75.544	246.00
02LB007	44.842	-75.544	246.00
02LB008	45.426	-75.153	448.00
02LB008	45.426	-75.153	448.00
02LB008	45.426	-75.153	448.00
02LB009	45.101	-75.226	1050.00
02LB009	45.101	-75.226	1050.00
02LB009	45.101	-75.226	1050.00
02LB010	45.521	-75.412	NA
02LB010	45.521	-75.412	NA
02LB010	45.521	-75.412	NA
02LB012	45.370	-74.900	76.70
02LB013	45.317	-75.091	2410.00
02LB013	45.317	-75.091	2410.00
02LB013	45.317	-75.091	2410.00
02LB013	45.317	-75.091	2410.00
02LB013	45.317	-75.091	2410.00
02LB013	45.317	-75.091	2410.00
02LB014	45.322	-75.093	NA
02LB014	45.322	-75.093	NA
02LB014	45.322	-75.093	NA
02LB015	45.395	-75.066	NA
02LB015	45.395	-75.066	NA
02LB015	45.395	-75.066	NA
02LB016	45.271	-75.218	76.10
02LB017	44.995	-75.516	69.20
02LB017	44.995	-75.516	69.20
02LB018	45.375	-74.948	105.00
